,carat,x,y,z,price,cut/carat,color/carat,clarity/carat
12693,0.9,6.22,6.25,3.76,4432,5.555555555555555,3.333333333333333,6.666666666666666
12694,2.02,7.94,8.02,5.07,11475,2.4752475247524752,0.49504950495049505,0.9900990099009901
12695,2.09,8.18,8.11,5.16,18640,2.3923444976076556,2.3923444976076556,0.9569377990430623
12696,1.56,7.55,7.45,4.55,11901,2.564102564102564,3.205128205128205,1.923076923076923
12697,0.73,5.78,5.81,3.59,3510,4.109589041095891,8.219178082191782,6.8493150684931505
12698,1.0,6.5,6.54,3.95,5775,3.0,7.0,3.0
12699,0.67,5.61,5.64,3.4,2080,7.462686567164178,5.970149253731343,5.970149253731343
12700,0.32,4.46,4.44,2.71,612,9.375,12.5,9.375
12701,0.28,4.18,4.23,2.63,448,10.714285714285714,7.142857142857142,17.857142857142854
12702,0.4,4.71,4.74,2.88,867,7.5,12.5,10.0
12703,0.52,5.12,5.06,3.18,1073,7.692307692307692,3.846153846153846,5.769230769230769
12704,1.52,7.72,7.67,4.26,10623,0.6578947368421053,2.6315789473684212,2.6315789473684212
12705,0.71,5.81,5.77,3.45,2686,5.633802816901409,7.042253521126761,5.633802816901409
12706,0.33,4.43,4.49,2.7,666,12.121212121212121,12.121212121212121,15.15151515151515
12707,0.31,4.31,4.33,2.71,707,9.67741935483871,12.903225806451614,19.35483870967742
12708,3.01,8.99,8.94,5.9,18242,0.33222591362126247,0.6644518272425249,0.6644518272425249
12709,0.52,5.18,5.13,3.21,2246,5.769230769230769,9.615384615384615,7.692307692307692
12710,1.08,6.7,6.64,4.01,6532,3.7037037037037033,3.7037037037037033,3.7037037037037033
12711,1.25,6.98,6.93,4.24,5040,3.2,1.6,1.6
12712,1.24,6.85,6.92,4.26,2940,4.032258064516129,0.8064516129032259,0.8064516129032259
12713,0.25,4.01,4.04,2.52,454,12.0,16.0,20.0
12714,0.51,5.1,5.07,3.17,1574,7.8431372549019605,9.803921568627452,7.8431372549019605
12715,2.07,8.24,8.19,5.03,16957,1.9323671497584543,2.8985507246376816,1.4492753623188408
12716,0.5,5.16,5.21,3.04,983,10.0,8.0,4.0
12717,1.03,6.48,6.52,4.0,3172,2.912621359223301,2.912621359223301,0.970873786407767
12718,0.41,4.79,4.81,2.96,1259,7.317073170731708,9.75609756097561,19.51219512195122
12719,0.65,5.52,5.56,3.45,4184,4.615384615384615,9.23076923076923,12.307692307692307
12720,1.54,7.34,7.37,4.61,7695,3.2467532467532467,0.6493506493506493,2.5974025974025974
12721,0.52,5.19,5.16,3.2,1581,9.615384615384615,7.692307692307692,9.615384615384615
12722,2.03,8.04,7.98,5.04,16629,1.9704433497536948,2.9556650246305423,1.4778325123152711
12723,0.7,5.69,5.64,3.6,2310,7.142857142857143,8.571428571428571,2.857142857142857
12724,0.32,4.45,4.41,2.72,768,9.375,18.75,12.5
12725,0.43,4.87,4.82,2.98,1064,6.976744186046512,16.27906976744186,6.976744186046512
12726,0.7,5.74,5.77,3.47,2656,7.142857142857143,10.0,4.285714285714286
12727,0.41,4.73,4.71,2.92,876,9.75609756097561,17.073170731707318,4.878048780487805
12728,0.7,5.77,5.72,3.37,1723,1.4285714285714286,8.571428571428571,2.857142857142857
12729,1.14,6.69,6.71,4.14,7199,2.6315789473684212,3.5087719298245617,3.5087719298245617
12730,1.07,6.58,6.62,4.06,7286,2.803738317757009,4.672897196261682,2.803738317757009
12731,0.4,4.72,4.77,2.93,770,7.5,7.5,7.5
12732,0.41,4.74,4.68,3.01,969,4.878048780487805,12.195121951219512,7.317073170731708
12733,0.32,4.44,4.4,2.71,900,9.375,15.625,15.625
12734,0.3,4.37,4.39,2.65,862,16.666666666666668,20.0,23.333333333333336
12735,1.04,6.65,6.59,3.91,8341,2.8846153846153846,6.730769230769231,4.8076923076923075
12736,1.01,6.34,6.42,4.01,6552,4.9504950495049505,5.9405940594059405,3.9603960396039604
12737,1.51,7.45,7.41,4.42,14156,2.6490066225165565,2.6490066225165565,3.3112582781456954
12738,1.25,6.86,6.89,4.26,7423,2.4,2.4,2.4
12739,0.78,5.86,5.79,3.66,3494,5.128205128205128,7.692307692307692,5.128205128205128
12740,1.43,7.19,7.21,4.51,13873,2.7972027972027975,4.895104895104895,2.7972027972027975
12741,1.23,6.91,6.83,4.26,5717,3.252032520325203,1.6260162601626016,2.4390243902439024
12742,1.52,7.47,7.39,4.45,16779,2.6315789473684212,3.9473684210526314,3.289473684210526
12743,0.41,4.77,4.73,2.94,1061,9.75609756097561,9.75609756097561,9.75609756097561
12744,0.31,4.38,4.4,2.67,707,9.67741935483871,12.903225806451614,19.35483870967742
12745,0.51,5.16,5.13,3.17,2066,5.88235294117647,13.72549019607843,9.803921568627452
12746,1.01,6.34,6.41,4.04,6843,1.9801980198019802,3.9603960396039604,5.9405940594059405
12747,1.05,6.52,6.55,4.04,4604,2.857142857142857,2.857142857142857,1.9047619047619047
12748,0.54,5.24,5.27,3.23,1422,5.555555555555555,7.4074074074074066,7.4074074074074066
12749,0.37,4.62,4.66,2.86,815,8.108108108108109,10.81081081081081,16.216216216216218
12750,0.35,4.55,4.59,2.82,571,8.571428571428571,8.571428571428571,11.428571428571429
12751,1.57,7.66,7.6,4.41,12547,1.2738853503184713,2.5477707006369426,2.5477707006369426
12752,1.51,7.31,7.27,4.58,8574,1.9867549668874172,1.3245033112582782,1.9867549668874172
12753,1.05,6.49,6.51,4.04,7357,2.857142857142857,3.8095238095238093,4.761904761904762
12754,0.51,5.1,5.14,3.14,1161,5.88235294117647,5.88235294117647,5.88235294117647
12755,0.53,5.26,5.3,3.18,1610,5.660377358490566,13.20754716981132,7.547169811320754
12756,0.7,5.66,5.61,3.55,1827,5.714285714285714,1.4285714285714286,4.285714285714286
12757,1.01,6.27,6.19,4.0,5232,1.9801980198019802,5.9405940594059405,2.9702970297029703
12758,0.53,5.37,5.31,3.16,2147,7.547169811320754,13.20754716981132,9.433962264150942
12759,1.8,7.9,7.8,4.85,8457,2.2222222222222223,1.1111111111111112,1.1111111111111112
12760,1.31,6.98,6.97,4.33,5722,3.0534351145038165,2.2900763358778624,3.8167938931297707
12761,0.76,5.84,5.87,3.61,4377,3.9473684210526314,9.210526315789474,6.578947368421052
12762,0.32,4.41,4.44,2.71,918,9.375,12.5,25.0
12763,1.0,6.58,6.47,3.81,6098,5.0,5.0,5.0
12764,0.75,5.84,5.8,3.62,2478,4.0,5.333333333333333,4.0
12765,0.3,4.29,4.35,2.68,532,10.0,6.666666666666667,23.333333333333336
12766,0.3,4.27,4.23,2.66,709,13.333333333333334,23.333333333333336,10.0
12767,0.71,5.69,5.73,3.54,3153,4.225352112676057,9.859154929577466,5.633802816901409
12768,0.38,4.66,4.68,2.88,1010,7.894736842105263,13.157894736842104,15.789473684210526
12769,0.44,4.85,4.88,3.03,778,9.090909090909092,13.636363636363637,6.818181818181818
12770,1.04,6.61,6.57,4.02,9901,2.8846153846153846,5.769230769230769,5.769230769230769
12771,1.51,7.28,7.3,4.6,16688,1.9867549668874172,4.635761589403973,3.3112582781456954
12772,1.08,6.58,6.55,4.06,5352,2.7777777777777777,3.7037037037037033,2.7777777777777777
12773,1.05,6.64,6.59,3.99,4974,3.8095238095238093,3.8095238095238093,2.857142857142857
12774,0.61,5.55,5.53,3.32,1690,4.918032786885246,11.475409836065573,3.278688524590164
12775,0.75,5.87,5.89,3.6,3679,4.0,9.333333333333334,5.333333333333333
12776,0.73,5.79,5.73,3.57,3714,4.109589041095891,8.219178082191782,8.219178082191782
12777,0.34,4.47,4.49,2.77,712,8.823529411764705,14.705882352941176,17.64705882352941
12778,0.34,4.51,4.53,2.8,974,8.823529411764705,11.76470588235294,23.52941176470588
12779,1.01,6.4,6.45,3.99,5372,2.9702970297029703,5.9405940594059405,2.9702970297029703
12780,0.84,5.93,6.02,3.76,3816,5.9523809523809526,8.333333333333334,3.5714285714285716
12781,2.4,8.57,8.6,5.32,18374,1.25,1.25,0.8333333333333334
12782,0.5,5.13,5.14,3.18,1648,6.0,6.0,14.0
12783,0.58,5.39,5.36,3.26,1914,8.620689655172415,8.620689655172415,6.8965517241379315
12784,0.87,6.2,6.16,3.7,3873,4.597701149425287,8.045977011494253,4.597701149425287
12785,0.24,4.03,4.06,2.46,678,12.5,20.833333333333336,29.166666666666668
12786,0.75,5.85,5.79,3.59,2760,5.333333333333333,5.333333333333333,5.333333333333333
12787,0.61,5.4,5.44,3.42,1408,3.278688524590164,9.836065573770492,3.278688524590164
12788,0.72,5.67,5.71,3.55,2160,6.944444444444445,4.166666666666667,2.7777777777777777
12789,2.11,8.32,8.28,5.05,16395,1.8957345971563981,1.4218009478672986,1.8957345971563981
12790,1.24,6.97,7.03,4.24,6381,2.4193548387096775,1.6129032258064517,2.4193548387096775
12791,1.51,7.37,7.34,4.55,10232,1.9867549668874172,1.3245033112582782,1.9867549668874172
12792,2.51,8.51,8.59,5.44,18029,1.9920318725099604,1.1952191235059761,0.7968127490039841
12793,1.56,7.47,7.42,4.57,8858,1.923076923076923,1.282051282051282,1.923076923076923
12794,1.52,7.42,7.37,4.58,8631,2.6315789473684212,1.3157894736842106,1.9736842105263157
12795,0.37,4.65,4.62,2.87,874,10.81081081081081,18.91891891891892,8.108108108108109
12796,0.23,4.06,4.08,2.37,402,8.695652173913043,21.73913043478261,21.73913043478261
12797,1.1,6.65,6.7,3.99,3678,4.545454545454545,4.545454545454545,0.9090909090909091
12798,1.64,7.59,7.62,4.68,16297,1.829268292682927,2.4390243902439024,2.4390243902439024
12799,0.4,4.7,4.73,2.98,596,5.0,10.0,5.0
12800,1.2,6.75,6.79,4.25,7072,2.5,2.5,3.3333333333333335
12801,0.59,5.39,5.34,3.35,1789,5.084745762711865,10.16949152542373,5.084745762711865
12802,0.3,4.27,4.3,2.64,552,16.666666666666668,13.333333333333334,20.0
12803,0.61,5.42,5.46,3.45,1303,3.278688524590164,3.278688524590164,6.557377049180328
12804,0.75,5.74,5.78,3.62,4005,6.666666666666667,8.0,8.0
12805,0.67,5.61,5.65,3.47,3271,4.477611940298507,5.970149253731343,11.940298507462686
12806,1.01,6.48,6.51,3.89,6239,3.9603960396039604,3.9603960396039604,4.9504950495049505
12807,0.34,4.63,4.61,2.68,757,11.76470588235294,17.64705882352941,14.705882352941176
12808,1.01,6.4,6.34,3.93,3818,3.9603960396039604,1.9801980198019802,1.9801980198019802
12809,1.05,6.6,6.66,3.96,5019,4.761904761904762,3.8095238095238093,2.857142857142857
12810,0.3,4.23,4.26,2.69,394,6.666666666666667,3.3333333333333335,16.666666666666668
12811,2.0,7.98,7.93,5.05,15025,2.5,1.0,2.0
12812,0.54,5.32,5.37,3.17,1376,9.25925925925926,9.25925925925926,5.555555555555555
12813,0.33,4.47,4.43,2.7,743,12.121212121212121,18.18181818181818,9.09090909090909
12814,0.52,5.17,5.2,3.22,1576,5.769230769230769,11.538461538461538,7.692307692307692
12815,0.31,4.39,4.42,2.71,464,9.67741935483871,9.67741935483871,9.67741935483871
12816,0.43,4.8,4.95,3.02,792,11.627906976744185,6.976744186046512,9.30232558139535
12817,1.01,6.4,6.44,4.01,6083,4.9504950495049505,4.9504950495049505,3.9603960396039604
12818,0.7,5.66,5.61,3.53,2717,5.714285714285714,7.142857142857143,5.714285714285714
12819,0.31,4.36,4.39,2.71,914,16.129032258064516,16.129032258064516,25.806451612903228
12820,1.0,6.21,6.29,3.99,4844,2.0,5.0,3.0
12821,1.51,7.32,7.28,4.57,11686,1.9867549668874172,1.9867549668874172,3.3112582781456954
12822,0.4,4.76,4.82,2.91,672,5.0,10.0,5.0
12823,1.5,7.27,7.34,4.52,12389,2.0,3.3333333333333335,2.0
12824,1.1,6.8,6.64,4.01,3604,3.6363636363636362,1.8181818181818181,1.8181818181818181
12825,0.34,4.4,4.45,2.79,686,5.88235294117647,11.76470588235294,14.705882352941176
12826,0.3,4.4,4.36,2.63,844,13.333333333333334,20.0,13.333333333333334
12827,0.3,4.3,4.33,2.66,729,10.0,20.0,16.666666666666668
12828,0.7,5.64,5.67,3.56,2276,7.142857142857143,5.714285714285714,4.285714285714286
12829,0.7,5.73,5.79,3.5,3384,4.285714285714286,5.714285714285714,7.142857142857143
12830,0.55,5.25,5.21,3.29,2609,5.454545454545454,10.909090909090908,12.727272727272727
12831,1.05,6.51,6.55,4.06,7270,2.857142857142857,3.8095238095238093,4.761904761904762
12832,0.29,4.21,4.24,2.64,471,17.24137931034483,13.793103448275863,13.793103448275863
12833,0.3,4.35,4.33,2.67,956,10.0,20.0,23.333333333333336
12834,1.23,6.79,6.86,4.26,5158,2.4390243902439024,0.8130081300813008,1.6260162601626016
12835,0.32,4.41,4.37,2.72,828,9.375,12.5,15.625
12836,0.7,5.62,5.67,3.57,4644,7.142857142857143,8.571428571428571,10.0
12837,0.7,5.66,5.59,3.53,2348,5.714285714285714,7.142857142857143,4.285714285714286
12838,0.4,4.76,4.78,2.96,597,7.5,12.5,5.0
12839,2.0,8.28,8.18,4.92,11255,1.5,1.0,1.0
12840,0.51,5.16,5.19,3.19,1315,9.803921568627452,11.76470588235294,5.88235294117647
12841,0.26,4.22,4.25,2.45,554,7.692307692307692,23.076923076923077,26.923076923076923
12842,1.01,6.43,6.35,4.02,5090,3.9603960396039604,4.9504950495049505,2.9702970297029703
12843,0.4,4.58,4.63,3.0,704,2.5,7.5,10.0
12844,0.72,5.74,5.67,3.55,3167,5.555555555555555,6.944444444444445,6.944444444444445
12845,1.06,6.54,6.5,4.05,9118,2.830188679245283,4.716981132075471,5.660377358490566
12846,1.07,6.51,6.61,4.09,10133,2.803738317757009,5.607476635514018,5.607476635514018
12847,1.01,6.78,6.67,3.71,4118,0.9900990099009901,5.9405940594059405,1.9801980198019802
12848,1.23,6.92,6.86,4.27,9030,2.4390243902439024,3.252032520325203,4.065040650406504
12849,0.34,4.59,4.55,2.72,689,11.76470588235294,5.88235294117647,14.705882352941176
12850,0.23,3.94,3.96,2.47,511,13.043478260869565,21.73913043478261,26.08695652173913
12851,0.77,5.82,5.74,3.64,2393,2.5974025974025974,3.896103896103896,3.896103896103896
12852,0.31,4.48,4.43,2.66,802,12.903225806451614,16.129032258064516,12.903225806451614
12853,0.51,5.11,5.16,3.15,1656,9.803921568627452,11.76470588235294,7.8431372549019605
12854,1.0,6.32,6.29,4.04,6020,2.0,7.0,3.0
12855,0.29,4.26,4.29,2.61,541,17.24137931034483,10.344827586206897,20.689655172413794
12856,1.01,6.33,6.28,3.99,4038,2.9702970297029703,3.9603960396039604,1.9801980198019802
12857,1.15,6.72,6.76,4.18,6313,2.608695652173913,3.4782608695652177,2.608695652173913
12858,1.19,6.87,6.84,4.17,5698,3.361344537815126,2.5210084033613445,2.5210084033613445
12859,0.56,5.3,5.33,3.28,1924,5.357142857142857,12.499999999999998,8.928571428571427
12860,0.63,5.5,5.47,3.43,6607,4.761904761904762,11.11111111111111,12.698412698412698
12861,0.25,4.03,4.09,2.53,407,12.0,16.0,12.0
12862,0.35,4.51,4.53,2.81,767,8.571428571428571,17.142857142857142,11.428571428571429
12863,0.71,5.84,5.85,3.46,3524,2.8169014084507045,9.859154929577466,7.042253521126761
12864,0.91,6.16,6.13,3.88,3853,5.4945054945054945,3.2967032967032965,4.395604395604395
12865,0.38,4.64,4.68,2.91,1095,7.894736842105263,18.42105263157895,13.157894736842104
12866,1.01,6.34,6.22,4.06,6353,0.9900990099009901,3.9603960396039604,4.9504950495049505
12867,1.0,6.03,5.94,4.18,4435,1.0,4.0,4.0
12868,0.31,4.34,4.36,2.69,864,9.67741935483871,19.35483870967742,19.35483870967742
12869,0.32,4.42,4.36,2.7,1080,12.5,18.75,18.75
12870,1.07,6.54,6.5,4.04,4401,3.7383177570093458,3.7383177570093458,1.8691588785046729
12871,1.1,6.64,6.58,4.14,5535,2.727272727272727,3.6363636363636362,1.8181818181818181
12872,0.47,5.09,4.98,3.05,2211,2.127659574468085,14.893617021276597,17.02127659574468
12873,1.74,7.71,7.61,4.78,17904,2.2988505747126435,2.2988505747126435,2.8735632183908044
12874,1.99,7.91,8.06,4.99,13338,1.0050251256281406,0.5025125628140703,2.0100502512562812
12875,0.71,5.76,5.82,3.44,2843,7.042253521126761,8.450704225352114,5.633802816901409
12876,0.49,5.18,5.25,3.0,1738,4.081632653061225,14.285714285714286,10.204081632653061
12877,1.18,6.77,6.7,4.24,3925,3.3898305084745766,1.6949152542372883,1.6949152542372883
12878,1.04,6.56,6.62,3.99,6955,2.8846153846153846,3.846153846153846,3.846153846153846
12879,0.71,5.77,5.81,3.47,2921,7.042253521126761,8.450704225352114,5.633802816901409
12880,0.53,5.2,5.23,3.24,1408,5.660377358490566,11.320754716981131,5.660377358490566
12881,0.31,4.38,4.41,2.68,507,9.67741935483871,9.67741935483871,12.903225806451614
12882,1.01,6.4,6.38,3.88,6353,4.9504950495049505,3.9603960396039604,4.9504950495049505
12883,0.24,4.01,4.04,2.45,752,12.5,25.0,29.166666666666668
12884,0.7,5.64,5.45,3.54,1134,2.857142857142857,7.142857142857143,1.4285714285714286
12885,1.01,6.34,6.28,4.0,4836,4.9504950495049505,2.9702970297029703,2.9702970297029703
12886,1.51,7.25,7.32,4.55,8242,1.3245033112582782,1.3245033112582782,1.9867549668874172
12887,0.5,5.08,5.12,3.18,2033,6.0,14.0,10.0
12888,1.18,6.77,6.71,4.23,9304,3.3898305084745766,3.3898305084745766,5.084745762711865
12889,2.01,8.04,8.1,5.0,17024,2.4875621890547266,2.985074626865672,0.9950248756218907
12890,0.34,4.56,4.51,2.76,1109,8.823529411764705,20.588235294117645,14.705882352941176
12891,1.01,6.39,6.43,3.98,7814,2.9702970297029703,3.9603960396039604,3.9603960396039604
12892,1.01,6.43,6.4,3.9,4706,3.9603960396039604,5.9405940594059405,3.9603960396039604
12893,1.08,6.59,6.62,4.05,5164,2.7777777777777777,4.62962962962963,1.8518518518518516
12894,0.41,4.73,4.78,2.98,863,7.317073170731708,12.195121951219512,9.75609756097561
12895,0.37,4.69,4.63,2.76,894,10.81081081081081,13.513513513513514,10.81081081081081
12896,0.7,5.66,5.7,3.5,3092,4.285714285714286,10.0,5.714285714285714
12897,1.52,7.38,7.32,4.57,8580,2.6315789473684212,0.6578947368421053,3.289473684210526
12898,1.71,7.65,7.61,4.75,17197,2.3391812865497075,2.3391812865497075,2.9239766081871346
12899,0.42,4.79,4.77,2.97,1040,9.523809523809524,16.666666666666668,7.142857142857143
12900,0.51,5.19,5.16,3.15,1882,5.88235294117647,13.72549019607843,7.8431372549019605
12901,0.27,4.14,4.16,2.58,490,11.11111111111111,14.814814814814813,18.51851851851852
12902,1.01,6.41,6.44,3.99,6295,2.9702970297029703,3.9603960396039604,3.9603960396039604
12903,0.51,5.18,5.21,3.16,1413,5.88235294117647,11.76470588235294,7.8431372549019605
12904,1.29,7.01,6.97,4.35,6279,3.1007751937984493,1.5503875968992247,3.1007751937984493
12905,0.58,5.36,5.39,3.33,1597,5.172413793103448,12.06896551724138,5.172413793103448
12906,1.2,6.79,6.74,4.22,4844,3.3333333333333335,1.6666666666666667,3.3333333333333335
12907,0.59,5.35,5.38,3.31,2034,8.474576271186441,8.474576271186441,8.474576271186441
12908,0.5,5.11,5.07,3.12,1746,8.0,12.0,8.0
12909,1.08,6.6,6.57,4.07,5455,2.7777777777777777,1.8518518518518516,3.7037037037037033
12910,0.56,5.33,5.32,3.23,2167,5.357142857142857,7.142857142857142,10.714285714285714
12911,0.32,4.46,4.48,2.71,867,9.375,15.625,21.875
12912,1.22,6.81,6.75,4.28,5192,4.098360655737705,2.459016393442623,1.639344262295082
12913,1.01,6.42,6.48,3.99,8525,4.9504950495049505,4.9504950495049505,5.9405940594059405
12914,0.47,5.09,5.06,3.02,1110,8.51063829787234,8.51063829787234,6.382978723404256
12915,0.73,5.79,5.81,3.57,2260,4.109589041095891,4.109589041095891,2.73972602739726
12916,0.93,6.35,6.32,3.87,3114,3.225806451612903,4.301075268817204,2.150537634408602
12917,0.42,4.81,4.84,2.98,773,9.523809523809524,11.904761904761905,7.142857142857143
12918,1.29,7.07,6.99,4.25,5815,3.1007751937984493,0.7751937984496123,3.1007751937984493
12919,0.56,5.34,5.36,3.25,1837,5.357142857142857,7.142857142857142,8.928571428571427
12920,1.58,7.28,7.22,4.69,7333,0.6329113924050632,1.8987341772151898,1.8987341772151898
12921,0.73,5.68,5.7,3.61,3511,6.8493150684931505,8.219178082191782,8.219178082191782
12922,0.91,6.23,6.26,3.87,4453,3.2967032967032965,4.395604395604395,3.2967032967032965
12923,1.74,7.68,7.64,4.82,16316,1.7241379310344829,2.2988505747126435,2.2988505747126435
12924,1.02,6.38,6.45,4.02,4151,3.9215686274509802,4.901960784313726,1.9607843137254901
12925,0.72,5.7,5.65,3.58,3048,6.944444444444445,8.333333333333334,6.944444444444445
12926,0.65,5.44,5.5,3.56,1659,1.5384615384615383,3.0769230769230766,6.153846153846153
12927,2.02,8.06,8.1,5.0,15231,1.4851485148514851,0.49504950495049505,2.4752475247524752
12928,1.01,6.36,6.28,4.02,4355,1.9801980198019802,4.9504950495049505,2.9702970297029703
12929,0.3,4.28,4.32,2.68,610,10.0,10.0,20.0
12930,0.9,6.39,6.33,3.71,3377,4.444444444444445,4.444444444444445,2.2222222222222223
12931,0.35,4.56,4.53,2.81,1063,8.571428571428571,20.0,11.428571428571429
12932,0.26,4.13,4.16,2.47,420,19.23076923076923,26.923076923076923,15.384615384615383
12933,1.0,6.54,6.46,3.9,6451,4.0,4.0,4.0
12934,0.33,4.48,4.52,2.66,772,15.15151515151515,15.15151515151515,15.15151515151515
12935,0.37,4.61,4.54,2.84,708,10.81081081081081,10.81081081081081,8.108108108108109
12936,0.52,5.12,5.15,3.27,1120,3.846153846153846,11.538461538461538,3.846153846153846
12937,1.12,6.68,6.59,4.05,3017,4.4642857142857135,3.571428571428571,0.8928571428571428
12938,0.7,5.74,5.79,3.51,1844,5.714285714285714,1.4285714285714286,10.0
12939,0.91,6.22,6.17,3.86,4775,3.2967032967032965,4.395604395604395,5.4945054945054945
12940,0.3,4.3,4.35,2.69,866,10.0,23.333333333333336,23.333333333333336
12941,1.07,6.55,6.58,4.05,4602,1.8691588785046729,0.9345794392523364,3.7383177570093458
12942,0.7,5.82,5.75,3.48,2822,5.714285714285714,10.0,4.285714285714286
12943,2.02,8.13,8.09,5.04,18324,1.4851485148514851,0.9900990099009901,2.4752475247524752
12944,1.7,7.47,7.55,4.79,9745,2.9411764705882355,1.7647058823529411,1.1764705882352942
12945,0.39,4.65,4.58,2.88,721,10.256410256410255,7.692307692307692,5.128205128205128
12946,0.71,5.76,5.73,3.53,2756,4.225352112676057,5.633802816901409,7.042253521126761
12947,2.03,8.05,8.02,5.04,16945,1.4778325123152711,0.9852216748768474,1.9704433497536948
12948,0.56,5.33,5.3,3.28,2026,5.357142857142857,12.499999999999998,8.928571428571427
12949,0.54,5.27,5.31,3.23,1259,5.555555555555555,3.7037037037037033,7.4074074074074066
12950,0.34,4.44,4.47,2.83,556,5.88235294117647,17.64705882352941,8.823529411764705
12951,0.58,5.36,5.38,3.32,1626,5.172413793103448,3.4482758620689657,6.8965517241379315
12952,0.31,4.36,4.41,2.72,791,9.67741935483871,19.35483870967742,19.35483870967742
12953,1.01,6.58,6.61,3.9,5828,2.9702970297029703,2.9702970297029703,1.9801980198019802
12954,0.9,6.05,6.02,3.86,4382,2.2222222222222223,4.444444444444445,7.777777777777778
12955,1.51,7.33,7.43,4.44,8444,3.3112582781456954,1.9867549668874172,1.3245033112582782
12956,0.53,5.18,5.22,3.21,1607,5.660377358490566,7.547169811320754,9.433962264150942
12957,2.0,8.16,8.04,4.86,15540,0.5,3.0,1.0
12958,0.5,4.97,4.99,3.21,1017,4.0,6.0,6.0
12959,1.04,6.53,6.56,4.01,7044,2.8846153846153846,3.846153846153846,3.846153846153846
12960,1.13,6.69,6.71,4.13,11115,2.6548672566371683,5.3097345132743365,5.3097345132743365
12961,0.33,4.47,4.41,2.76,743,12.121212121212121,6.0606060606060606,18.18181818181818
12962,0.32,4.4,4.43,2.72,730,9.375,9.375,21.875
12963,0.43,4.79,4.82,3.0,796,9.30232558139535,16.27906976744186,6.976744186046512
12964,0.34,4.48,4.44,2.78,1071,8.823529411764705,17.64705882352941,17.64705882352941
12965,1.08,6.55,6.57,4.06,4544,2.7777777777777777,3.7037037037037033,1.8518518518518516
12966,0.55,5.3,5.28,3.19,1715,5.454545454545454,10.909090909090908,7.2727272727272725
12967,0.6,5.43,5.47,3.33,2147,5.0,6.666666666666667,8.333333333333334
12968,0.52,5.22,5.25,3.18,1320,5.769230769230769,13.461538461538462,3.846153846153846
12969,0.7,5.72,5.75,3.52,1767,4.285714285714286,1.4285714285714286,2.857142857142857
12970,0.71,5.71,5.67,3.56,2920,4.225352112676057,7.042253521126761,7.042253521126761
12971,0.42,4.83,4.86,2.98,771,7.142857142857143,4.761904761904762,11.904761904761905
12972,0.49,4.95,4.92,3.14,1426,4.081632653061225,10.204081632653061,10.204081632653061
12973,0.56,5.29,5.33,3.22,1622,7.142857142857142,3.571428571428571,12.499999999999998
12974,0.31,4.36,4.38,2.7,1214,9.67741935483871,19.35483870967742,25.806451612903228
12975,0.3,4.19,4.27,2.7,394,6.666666666666667,6.666666666666667,10.0
12976,0.41,4.74,4.73,3.0,904,12.195121951219512,12.195121951219512,7.317073170731708
12977,0.71,5.75,5.78,3.54,5019,4.225352112676057,7.042253521126761,9.859154929577466
12978,0.3,4.31,4.27,2.69,776,10.0,16.666666666666668,13.333333333333334
12979,0.4,4.66,4.7,2.99,596,5.0,5.0,7.5
12980,1.12,6.66,6.69,4.08,4373,3.571428571428571,1.7857142857142856,2.6785714285714284
12981,1.33,7.01,6.98,4.36,5765,3.007518796992481,1.5037593984962405,1.5037593984962405
12982,0.31,4.36,4.33,2.72,732,9.67741935483871,22.580645161290324,9.67741935483871
12983,1.22,6.81,6.84,4.25,10038,2.459016393442623,3.278688524590164,4.918032786885246
12984,0.3,4.31,4.33,2.66,658,13.333333333333334,20.0,13.333333333333334
12985,1.16,6.68,6.73,4.2,4478,2.586206896551724,1.7241379310344829,1.7241379310344829
12986,0.32,4.41,4.39,2.71,720,9.375,12.5,12.5
12987,0.43,4.88,4.91,2.98,943,11.627906976744185,9.30232558139535,11.627906976744185
12988,0.58,5.37,5.33,3.31,1984,5.172413793103448,10.344827586206897,6.8965517241379315
12989,0.3,4.24,4.27,2.68,552,16.666666666666668,23.333333333333336,10.0
12990,0.34,4.42,4.48,2.76,626,14.705882352941176,20.588235294117645,8.823529411764705
12991,0.53,5.18,5.22,3.23,2280,9.433962264150942,11.320754716981131,11.320754716981131
12992,1.02,6.41,6.38,4.0,3822,3.9215686274509802,3.9215686274509802,1.9607843137254901
12993,0.4,4.63,4.68,2.87,673,12.5,10.0,7.5
12994,0.9,6.23,6.27,3.85,5081,3.333333333333333,7.777777777777778,3.333333333333333
12995,0.31,4.4,4.35,2.67,824,9.67741935483871,12.903225806451614,16.129032258064516
12996,1.01,6.4,6.43,3.95,4666,3.9603960396039604,5.9405940594059405,1.9801980198019802
12997,0.9,6.08,6.05,3.95,3437,1.1111111111111112,5.555555555555555,3.333333333333333
12998,0.3,4.3,4.34,2.61,638,16.666666666666668,13.333333333333334,20.0
12999,1.06,6.48,6.54,4.06,3975,2.830188679245283,1.8867924528301885,1.8867924528301885
13000,0.55,5.26,5.28,3.24,2451,9.09090909090909,7.2727272727272725,12.727272727272727
13001,1.61,7.56,7.49,4.61,10278,2.484472049689441,4.3478260869565215,1.2422360248447204
13002,1.7,7.57,7.5,4.66,11481,2.3529411764705883,1.1764705882352942,3.5294117647058822
13003,0.34,4.4,4.43,2.81,644,5.88235294117647,20.588235294117645,11.76470588235294
